Grid_ID,Longitude,Latitude,Indeterminate,Determinate,H,Indeterminate_adj,Determinate_adj,H_Rank,Species_N_All,Species_N_Inf,MDT,PD,So_Pi,Df_Pi,Co_Pi,Sk_Pi,Um_Pi,Ra_Pi,Cp_Pi,Pa_Pi,Ck_Pi,Altitude,Slope,AMT,AP,MDTR,ISO,TS,PS,MTWQ,PDQ,RAD,WIND,AI,ET0,AMTd,APd,AMTsd,APsd,CSI,BULK,ECE,OC,PH,SAND,Soildiv,PC1,PC2,MCI
10,116.229736,48.09780055,0.742268042,0.257731959,2.046317592,0.726534957,0.273465043,0.812844037,109,97,8.341301458,5060.033101,0.103092784,0.154639175,0.041237113,0.082474227,0.113402062,0.195876289,0.195876289,0.092783505,0.020618557,638.4866607,0.462518417,1.565602965,204.5437727,12.91864506,23.95895349,1554.390648,110.2105614,20.13619838,5.600247853,14450.16127,3.734734876,0.168289696,1215.078693,77.49673512,35.91378242,0.217168083,0.028117167,0.306678378,1.369653879,1.66528281,1.272013839,7.317677402,35.07603789,19,-1.889010024,1.609822346,1.266489043
11,88.8290477,48.03000241,0.766666667,0.233333333,1.961674804,0.720911156,0.279088844,0.405504587,37,30,5.863055518,2509.8016,0.133333333,0.1,0.1,0.066666667,0.1,0.3,0.1,0,0.1,2476.272757,4.404160735,-5.8285117,197.0568319,11.53050181,26.80503397,1200.490592,75.74301035,8.794941561,9.267230955,13814.78053,2.25875655,0.266428174,750.5102781,141.9356963,2.812575574,0.19497836,0.022119591,0.365768045,1.48829504,0.099879083,2.076577974,6.553687929,42.71825877,5,-2.09323649,-2.171883913,0.664491517
12,112.9919989,35.6094605,0.64884393,0.35115607,1.979646434,0.649669292,0.350330708,0.476146789,799,692,8.239425108,24273.30372,0.11416185,0.23699422,0.047687861,0.096820809,0.083815029,0.219653179,0.106936416,0.089595376,0.00433526,876.4729032,1.756703779,10.81253692,610.5543539,11.16449961,30.48281082,964.7257106,92.92049947,22.26204296,19.61359196,15371.45359,2.436879006,0.449276137,1363.55247,-30.19423116,184.2211136,0.164971121,0.124297875,0.423042437,1.416211252,0.350244212,0.640668425,7.940099041,43.05372593,38,0.790318373,1.485690242,6.604559823
13,78.89095001,38.15692011,0.9,0.1,1.470808476,0.73212816,0.26787184,0.051376147,11,10,6.3864955,1044.209676,0.1,0,0,0.1,0,0.4,0.2,0.2,0,1248.236282,0.064071504,12.67896034,29.8615052,15.49263573,32.08428271,1229.750629,63.88758384,26.23455963,1.998919065,16046.17142,1.35925156,0.018748547,1587.631739,-44.15173821,11.65511417,0.139641645,0.047085259,0.384163527,1.638559003,0.100000001,0.430462107,5.932914282,83.62322659,4,-1.160002934,3.061084006,-0.087714242
14,107.2131507,40.04015199,0.724489795,0.275510204,2.054221147,0.717904896,0.282095104,0.847706422,215,196,7.500862312,7718.200372,0.132653061,0.142857143,0.051020408,0.153061224,0.066326531,0.209183673,0.142857143,0.081632653,0.020408163,1254.363096,0.530605161,7.540502392,179.324495,13.68206406,29.18349021,1217.773297,101.8449312,22.00320744,5.876307652,16730.97812,3.06477674,0.109127798,1652.8794,12.34739758,65.85531943,0.17697424,0.056005815,0.367500567,1.453422586,0.59959867,0.580987567,7.235318132,58.76886637,25,-1.583499715,2.702732885,2.975013649
15,82.7055088,34.43489191,0.9,0.1,1.830910897,0.767630486,0.232369514,0.159633028,21,20,5.376791491,1238.785443,0.1,0,0.1,0.05,0.1,0.2,0.2,0.25,0,5223.702037,1.82056862,-6.677377455,53.68592467,14.78543791,36.56798471,930.1726844,117.8478074,4.814310158,0.134664401,15886.99958,3.855772085,0.048779022,1115.411569,186.0306373,-83.06393373,0.220364741,0.050033343,0.377942657,1.480708026,0.45041066,1.344455511,5.340731969,50.52286888,14,-4.446582994,-2.252317254,-0.421450111
16,98.7809134,40.48714757,0,1,0.693147181,0.624803516,0.375196484,0.008256881,3,2,7.967970384,354.519781,0.5,0.5,0,0,0,0,0,0,0,1423.169614,0.502476017,7.423791263,84.22517162,14.4551362,31.40906963,1183.197176,90.10777985,21.52124438,3.522000654,16899.33945,3.085483269,0.049409284,1703.937234,-18.36751308,42.96868258,0.175875089,0.01683954,0.295258918,1.45971104,2.143726721,0.503599222,7.115835183,54.001373,18,-1.722745396,3.119872536,1.199286142
17,125.4588282,47.28103723,0.729166667,0.270833333,2.032920959,0.723188343,0.276811657,0.744036697,263,240,7.479697566,9906.298641,0.095833333,0.175,0.0375,0.104166667,0.079166667,0.1875,0.204166667,0.095833333,0.020833333,194.3134248,0.135028983,2.672040771,468.7091631,11.24884315,21.40241796,1562.344581,117.9141559,20.84969146,7.940956608,13761.09474,3.5368116,0.423510968,1108.490627,72.34376886,121.3418793,0.240508862,0.027942803,0.336740554,1.354873572,0.15701688,1.918362458,7.063995892,31.05273609,15,-1.166137576,0.645939647,4.747635192
18,119.9286522,28.10377948,0.621052631,0.378947368,1.988264931,0.622123664,0.377876336,0.51559633,1410,1235,8.867206149,36833.06229,0.136842105,0.242105263,0.054251012,0.097165992,0.08097166,0.199190283,0.096356275,0.089068826,0.004048583,510.365726,3.768679109,15.72966801,1651.180746,7.981002797,27.63686177,750.1901327,51.39398327,24.66973834,160.58852,14289.74663,2.470081166,1.397913499,1188.962036,-85.71675111,-26.53959011,0.145687282,0.059527781,0.301490887,1.330347108,0.116781368,1.878264364,5.164766039,34.77229071,28,4.892690098,-1.604869668,8.612057009
19,103.795129,23.85947218,0.615942028,0.384057971,1.975551403,0.620859488,0.379140512,0.449541284,347,276,9.446112232,14249.96855,0.155797101,0.22826087,0.057971014,0.094202899,0.101449275,0.213768116,0.061594203,0.083333333,0.003623188,1636.382812,2.174288746,15.9905761,1133.002116,9.895144063,46.47191846,446.6610379,84.89908683,20.64826948,46.75707233,14653.82782,2.080116496,0.914062895,1244.731447,-82.457743,295.0193558,0.135932771,0.098406207,0.279896723,1.307970365,0.111503803,1.599681061,5.418627191,34.13956586,27,3.214604418,-1.632770193,7.187768139
20,89.78493788,46.68984837,0.736129907,0.263870095,2.066438759,0.733796695,0.266203305,0.908256881,835,739,7.599298554,17462.99955,0.112313938,0.151556157,0.054127199,0.120433018,0.069012179,0.198917456,0.151556157,0.124492558,0.01759134,1225.363553,1.600679825,1.948178577,158.4276941,13.24711495,25.27381259,1465.178899,42.72357695,18.70789587,17.85875406,14814.65151,1.919239251,0.134358175,1205.979982,49.04962528,17.69607322,0.209818792,0.010216033,0.36028,1.445423685,0.824399168,0.876595801,7.306212098,48.8125775,29,-1.117269771,1.745863051,2.292185699
21,105.4827674,29.34144664,0.665094341,0.33490566,1.984006381,0.665427351,0.334572649,0.497247706,475,424,10.2217963,19682.24746,0.174528302,0.160377358,0.04009434,0.08254717,0.089622642,0.231132075,0.127358491,0.091981132,0.002358491,349.5521258,0.630747834,17.66298614,1097.490694,6.247534703,23.6326092,718.4048488,74.340921,26.22322295,61.80865536,11660.32851,1.310713921,1.091838426,1004.874281,-124.8739,88.05747814,0.14844278,0.071501908,0.318481264,1.37696388,0.198946116,1.18411019,6.576814468,35.71754242,13,4.300290455,0.176120226,8.361980442
22,126.2289432,51.72051291,0.65,0.35,1.973001406,0.661888135,0.338111865,0.439908257,24,20,13.81866213,2167.372536,0.2,0.15,0,0.15,0.1,0.2,0.1,0.05,0.05,322.7848091,0.651814896,-1.30668869,500.8337878,13.31052852,23.56377635,1630.585545,99.85889536,17.71705992,15.60402685,12454.80062,2.467548413,0.57174871,875.6151426,113.6377325,126.9777685,0.239319018,0.032723994,0.324108267,1.385606108,0.099989515,1.075947987,6.364513373,38.3826552,13,-1.169834693,0.364895565,1.205325115
23,87.15564442,42.62450755,0.739130435,0.260869565,2.051051648,0.734660337,0.265339663,0.835779817,433,391,7.378508646,10633.69721,0.138107417,0.122762148,0.056265985,0.148337596,0.05370844,0.186700767,0.173913043,0.104859335,0.015345269,2507.943656,5.129736846,1.564103883,218.9958215,12.84087422,31.62958615,1039.034963,92.97564983,13.65399283,5.196707819,15054.1817,3.391717313,0.210138708,1226.900475,74.72630711,115.5451725,0.193465526,0.0116708,0.300904723,1.467749285,1.05757517,1.048792638,6.788414064,47.11149098,28,-1.92315603,-0.064345229,1.597198612
24,115.5435801,23.89574405,0.595769683,0.404230317,1.950658751,0.598094428,0.401905572,0.369724771,965,851,8.945985167,28728.73998,0.155111633,0.249118684,0.038777908,0.094007051,0.085781434,0.190364277,0.078730905,0.108108108,0,286.3304685,1.752960618,20.41500529,1683.608944,8.03909578,33.55408695,579.3424523,60.8785191,26.84117715,123.8377193,14489.83087,1.85936063,1.276098418,1321.106046,-132.9441739,78.47360589,0.124094487,0.043607099,0.259296653,1.35653507,0.136387848,1.133153983,5.52483555,42.5214599,25,5.083708915,-0.035185693,9.401219585
25,98.92197195,26.19126014,0.660409556,0.339590444,2.002418265,0.660565332,0.339434668,0.589908257,2049,1758,9.654599518,46852.08733,0.121729238,0.217861206,0.045506257,0.097269625,0.096700796,0.221843003,0.08930603,0.10182025,0.007963595,2485.05626,9.036094995,12.35694342,1204.140759,9.902088753,44.86171184,459.7199899,64.77797268,17.40883538,73.74395686,15213.57574,1.830943965,1.012955299,1186.794161,-38.27247272,-166.4864262,0.204863788,0.067593169,0.354434214,1.377658961,0.100669395,1.322034206,6.206656773,39.29397546,20,1.987795913,-3.165212577,7.931960067
26,129.3457043,46.81027121,0.6484375,0.3515625,2.071180226,0.652332022,0.347667978,0.934862385,155,128,8.896934743,7027.756925,0.09375,0.2578125,0.0625,0.078125,0.0703125,0.1640625,0.125,0.0859375,0.0625,363.9609519,1.835447678,1.502784327,617.1752504,12.0005549,23.1969459,1476.610444,103.7562553,18.70049598,15.80760165,13503.70385,3.617345319,0.642062086,962.5724219,76.14379788,142.5798468,0.239325744,0.036222454,0.321438138,1.386423671,0.102681204,1.086777265,6.392657627,39.39687684,28,-0.856980233,0.365385386,4.402685947
27,110.7116053,32.09772655,0.659688674,0.340311326,2.041508051,0.659846203,0.340153797,0.795412844,2153,1863,9.166417527,46746.97913,0.114868492,0.225442834,0.065485776,0.089103596,0.098228663,0.193773484,0.108427268,0.091250671,0.013419216,886.694119,3.584187061,13.17005649,1057.510644,9.339341589,29.39922692,830.5076031,65.46429768,23.24080143,52.56775412,13501.98869,2.070005315,0.930867805,1140.997021,-50.09950683,287.7902347,0.165013077,0.111157633,0.368657468,1.420593604,0.111639906,1.00396137,6.020823921,47.89929521,22,2.663010864,-0.334815035,7.392060758
28,104.7720676,23.9116088,0.619999999,0.38,1.982160923,0.62104022,0.37895978,0.487155963,1532,1300,9.501789892,40372.24113,0.129230769,0.250769231,0.048461538,0.094615385,0.086153846,0.210769231,0.086153846,0.085384615,0.008461538,1422.877056,1.804767848,16.53314414,1199.770845,9.102317385,42.08175221,490.7090671,82.99266771,21.76549624,50.0055586,14265.56059,1.995588345,0.977266288,1229.542003,-88.93095983,212.6768183,0.128688387,0.110924345,0.280126387,1.281157904,0.108126519,2.205806768,5.436013621,30.02059031,19,3.708816787,-2.059554387,7.991804
29,134.3074887,47.42965807,0.555555555,0.444444444,1.310783678,0.642066291,0.357933709,0.034862385,15,9,8.581840652,1680.744499,0.111111111,0.333333333,0,0.222222222,0,0.333333333,0,0,0,51.98202833,0.304038615,2.332017597,656.6842105,11.44473693,21.48706777,1538.016524,80.05054233,19.97543867,34.42105263,13158.37719,2.259210529,0.7168,915.5789474,69.38464918,135.4210526,0.120915178,0.020950374,0.274135958,1.396315769,0.194736841,1.273684219,5.710526316,38.57894737,5,0.716933893,0.564001879,3.396308056
30,79.64928629,39.26928077,1,0,0.562335145,0.712718346,0.287281654,0.00412844,5,4,7.478369042,496.1745531,0,0,0,0,0.25,0.75,0,0,0,1136.749418,0.104877677,12.30934839,34.94199042,15.89091276,32.1216433,1257.950502,72.5268171,26.15502712,1.633382118,16007.97605,1.552332798,0.021186056,1644.686203,-39.3831077,17.8956892,0.137760871,0.038130893,0.321339586,1.670930055,0.814854965,0.440089816,5.863397905,85.64575572,7,-1.324452909,3.410073973,-0.2182798
31,128.2970067,47.86458504,0.705263157,0.294736842,2.113554556,0.702234787,0.297765213,0.997247706,337,285,8.530763663,12749.28423,0.098245614,0.196491228,0.066666667,0.080701754,0.105263158,0.178947368,0.126315789,0.098245614,0.049122807,406.3598512,0.838202659,0.496795312,613.617749,12.86020337,23.44902415,1540.161639,105.9227355,18.28852456,16.71914722,13233.5681,3.25351716,0.65199632,941.3556159,87.69034743,126.7713196,0.231784678,0.03741378,0.323518541,1.383300771,0.100288885,1.232768673,6.418552104,38.42777906,19,-1.001284991,0.316362325,4.602321369
32,109.6149763,36.52918106,0.712435233,0.287564766,2.057031272,0.709673452,0.290326548,0.862385321,435,386,7.08709259,14785.483,0.119170984,0.168393782,0.038860104,0.106217617,0.082901554,0.189119171,0.158031088,0.119170984,0.018134715,1156.570095,0.988314502,9.435046926,503.1707216,12.19542755,30.65012398,1016.058495,93.00104457,21.41215222,8.889034392,15483.42019,2.248476797,0.366445737,1374.593425,-9.768481918,54.92721759,0.171005294,0.081539013,0.361885936,1.427905412,0.348618102,0.690019978,7.560672643,44.88717348,12,-0.107145981,1.436706137,5.412134761
33,93.10953479,33.60106099,0.791666666,0.208333333,1.726353451,0.727257428,0.272742572,0.104587156,29,24,9.302239735,1778.665552,0.125,0.083333333,0.041666667,0,0.083333333,0.333333333,0.083333333,0.25,0,4727.797068,1.416659342,-3.91587116,381.7988563,14.59938111,39.26620024,845.6060674,111.6347624,6.099434119,7.431379557,16368.27654,3.468765189,0.391206719,981.9694782,138.4418129,139.4551823,0.231469388,0.058083461,0.37565972,1.550951403,0.099749823,1.511466732,5.762994828,50.64903503,12,-3.542978329,-2.293342499,1.693805652
34,123.9039139,52.93442364,0.627802691,0.372197309,1.957533019,0.630270075,0.369729925,0.387155963,523,446,10.13294273,18286.57575,0.159192825,0.213004484,0.022421525,0.118834081,0.053811659,0.246636771,0.082959641,0.080717489,0.022421525,513.8248985,1.164131153,-3.421494513,490.0236618,14.44145081,25.17545322,1656.994543,99.57280923,16.18345587,17.09240754,12027.16693,2.113569653,0.611458092,801.4952906,128.585627,106.534459,0.229048305,0.019257108,0.304253881,1.39196242,0.100000001,1.010330233,6.495549021,39.65851137,10,-1.383033442,0.166156018,9.193196303
35,89.27447396,31.18810681,0.857142858,0.142857143,1.915321377,0.790422933,0.209577067,0.244036697,50,49,7.841843464,2581.764577,0.081632653,0.06122449,0.081632653,0.06122449,0.06122449,0.244897959,0.204081633,0.204081633,0,4839.457751,1.988715495,-0.245423607,393.6698466,12.92738375,37.967581,796.8354466,112.4982133,9.33476554,6.624128568,16890.34444,3.606868712,0.316166926,1246.678873,115.9271015,120.6138548,0.220393184,0.114337111,0.447372295,1.436625086,0.198869892,1.507622344,5.33487915,43.75467821,24,-2.584959805,-2.336196402,0.862492053
36,80.89374304,43.13304567,0.751904245,0.248095756,2.046302798,0.749560021,0.250439979,0.811926606,1046,919,7.964434874,20509.36203,0.108813928,0.139281828,0.04570185,0.114254625,0.084874864,0.211099021,0.188248096,0.089227421,0.018498368,1856.526996,2.458582241,3.129759098,332.527479,12.92825991,28.98587419,1137.859579,50.09069697,15.73638573,34.18122882,15133.73044,2.035479584,0.306122352,1133.232798,21.70276632,81.94828348,0.148277314,0.036492739,0.260691022,1.398452922,0.24626492,1.779280943,7.24775307,34.40253426,24,0.228521764,-0.09004201,2.67367321
37,97.11840787,42.66734936,0.666666667,0.333333333,1.924088413,0.667781918,0.332218082,0.274770642,81,69,7.098279461,3041.143872,0.144927536,0.188405797,0.072463768,0.115942029,0.014492754,0.202898551,0.188405797,0.072463768,0,1231.591282,0.540535315,6.361794956,47.78212468,14.29105707,29.59168875,1273.498097,102.34551,21.58123942,0.91889313,16710.43792,3.577544565,0.027794561,1716.617048,15.36052269,21.45896947,0.20941714,0.012424242,0.370633965,1.36770675,2.941316801,0.423250633,7.668606941,35.48727735,5,-2.364305785,3.076837002,0.784602551
38,114.0240155,33.80819219,0.682352941,0.317647059,1.972492314,0.679497573,0.320502427,0.437614679,97,85,7.996550902,5968.776048,0.141176471,0.176470588,0.023529412,0.164705882,0.070588235,0.235294118,0.105882353,0.070588235,0.011764706,66.19637736,0.055564672,14.90746898,748.5778285,10.54540351,29.52296932,959.0810703,78.67828783,26.47822918,40.74411471,14914.99992,2.257120001,0.546777072,1369.763875,-81.81866884,224.4863033,0.165755095,0.138666603,0.410952102,1.406732047,0.462455413,0.753327867,7.563924969,40.81645028,33,2.073078321,1.858300163,7.210691761
39,113.3852141,44.41915882,0.651685395,0.348314607,1.92398194,0.656123998,0.343876002,0.273394495,94,89,8.281629558,4643.744894,0.157303371,0.191011236,0,0.146067416,0.101123596,0.123595506,0.168539326,0.112359551,0,1164.650548,0.505837436,1.883708897,207.2209432,13.22860448,25.08055099,1492.711059,114.4183682,19.33621578,4.343728199,15687.05724,4.100304635,0.150011002,1384.651109,66.94398516,80.21068787,0.199552019,0.035263994,0.337146695,1.572917562,0.31232036,0.67110785,7.660331944,69.11120413,18,-2.959091944,2.597869523,3.583547699
40,116.6586061,39.01579687,0.708446868,0.291553134,2.022192352,0.707090502,0.292909498,0.681651376,828,734,7.625626525,23210.80229,0.09400545,0.197547684,0.039509537,0.13760218,0.0626703,0.18119891,0.147138965,0.129427793,0.010899183,6.600320763,0.018536866,12.7304361,515.367704,11.43810824,28.2394276,1112.622227,141.056565,25.63532349,12.55816749,15525.80088,2.343521535,0.351272719,1467.509483,-49.34522839,197.9351543,0.159372471,0.063599438,0.353078342,1.408914755,0.512962464,0.614805671,7.7992454,39.0026713,29,0.364203605,2.845455045,5.561238396
41,82.06581923,42.58509285,0.71559633,0.28440367,2.002931734,0.70658834,0.29341166,0.593577982,125,109,8.394398269,5427.747143,0.137614679,0.146788991,0.055045872,0.073394495,0.128440367,0.201834862,0.174311927,0.082568807,0,2983.901697,6.357059915,-2.85457779,321.789297,12.25232531,30.09622387,1026.802012,81.82788893,8.815159385,14.61348955,14788.40759,2.643071561,0.424453211,839.2561748,100.1371258,109.2425586,0.184527195,0.020950374,0.286589564,1.318421158,0.145269158,1.425062672,5.77682072,40.57017099,14,-1.283955745,-2.29088412,2.157594459
42,116.580763,38.1329525,0.846153846,0.153846154,1.858752952,0.794250575,0.205749425,0.17706422,75,65,6.031072519,4240.13409,0.061538462,0.092307692,0.046153846,0.215384615,0.030769231,0.292307692,0.153846154,0.107692308,0,10.51118935,0.013082041,13.01582843,462.2503041,11.20931256,27.51429555,1124.102633,131.0082864,26.17856686,13.24496554,16092.26292,2.409301917,0.310950784,1485.313083,-53.34030078,131.1199486,0.159013775,0.066886391,0.359501608,1.413776152,0.608784964,0.580842696,7.9808623,35.26138667,18,0.275789607,2.880500687,6.333302126
43,131.9047334,46.43968917,0.716738197,0.283261802,2.096497638,0.711901927,0.288098073,0.988073394,272,233,8.565682478,11099.38501,0.141630901,0.141630901,0.060085837,0.193133047,0.107296137,0.154506438,0.098712446,0.068669528,0.034334764,167.6746525,0.683028535,3.34343639,551.3515101,10.90879467,21.6836703,1460.134488,90.70782247,20.20246648,18.29069008,13476.04327,3.308325913,0.539110906,1023.574556,67.19005124,94.87141755,0.240280191,0.027972232,0.313064933,1.388879711,0.109618467,1.321690511,6.459330678,38.36242805,22,-0.514004383,0.634582024,4.926311139
44,106.2475538,35.58911285,0.690687362,0.309312639,2.04186042,0.690097643,0.309902357,0.797247706,1027,902,7.437795392,24288.33353,0.090909091,0.218403548,0.053215078,0.083148559,0.098669623,0.21286031,0.131929047,0.085365854,0.025498891,1872.287142,1.712850208,6.727337477,510.5056211,10.67431045,30.12172871,898.1333157,82.83252656,17.47448967,12.90447594,14716.44551,2.232050242,0.483507101,1062.135186,10.09127854,68.4497591,0.155726707,0.082569945,0.361407006,1.409913403,0.329530064,0.857725,7.693303554,40.36938761,19,0.297331372,0.256213768,5.722695411
45,103.8471958,23.04680653,0.61373844,0.386261559,1.922074302,0.614145418,0.385854582,0.268807339,4435,3785,9.944875226,82784.12186,0.122324967,0.263936592,0.042800528,0.092470277,0.081638045,0.227741083,0.069749009,0.099075297,0.000264201,1333.269475,4.407450852,17.23545137,1531.601898,8.454848416,43.06628754,442.1402493,85.12296766,21.88631273,65.85000505,14622.59056,1.851456878,1.279285899,1201.496417,-97.95269842,204.8564651,0.133102451,0.091741839,0.258608861,1.331138573,0.106843648,1.752613282,5.124154729,38.40234178,34,4.26958032,-2.168982193,8.861655756
46,86.27898456,45.2250863,0.753488373,0.246511628,2.051834478,0.744154206,0.255845794,0.83853211,247,215,7.812665228,7644.505723,0.102325581,0.144186047,0.041860465,0.08372093,0.088372093,0.209302326,0.204651163,0.093023256,0.03255814,352.3881659,0.097334973,8.631936119,135.9127879,11.6318692,21.10775949,1616.149108,43.26029205,26.72249493,16.51836364,15100.19621,2.563337883,0.081767212,1664.555333,-31.69703358,66.70818182,0.214905699,0.00840481,0.419686071,1.531409693,2.149569662,0.589596973,6.626975631,65.77206061,20,-0.993629035,3.978430015,0.830680664
47,101.9132689,42.22662063,0.65,0.35,1.934988978,0.656440156,0.343559844,0.312844037,68,60,6.385884468,2677.793911,0.15,0.2,0.066666667,0.116666667,0.016666667,0.183333333,0.183333333,0.083333333,0,1069.398611,0.508750493,8.477799403,43.92129105,14.20918979,27.7115609,1371.598802,104.4530844,24.7880001,0.00198188,16979.46371,3.692129092,0.021659145,2024.998018,13.20514935,14.21602492,0.206040816,0.016838554,0.311857761,1.441160826,2.259541356,0.488932622,7.47734992,48.51274066,7,-2.326658707,3.864801892,0.807316199
